,count
fraud,311
property_offenses,206
public_justice,166
wrongful_restraint,131
criminal_intimidation,115
public_tranquility,102
kidnapping,97
public_servants,91
offenses_against_life,65
hurt_grievous_hurt,55
crimes_against_women,49
offenses_against_state,39
criminal_conspiracy,17
