,count
fraud,292
property_offenses,277
crimes_against_women,165
kidnapping,141
hurt_grievous_hurt,129
offenses_against_life,125
criminal_intimidation,124
public_servants,110
public_tranquility,64
offenses_against_state,62
wrongful_restraint,33
public_justice,28
criminal_conspiracy,16
