,count
public_servants,1688
fraud,1648
public_justice,1504
property_offenses,1108
crimes_against_women,404
public_tranquility,374
kidnapping,292
offenses_against_life,269
hurt_grievous_hurt,217
wrongful_restraint,168
criminal_intimidation,79
offenses_against_state,38
criminal_conspiracy,4
