,count
property_offenses,2095
fraud,1938
criminal_intimidation,1213
public_justice,476
public_servants,430
public_tranquility,364
wrongful_restraint,332
kidnapping,266
offenses_against_life,243
crimes_against_women,155
hurt_grievous_hurt,98
offenses_against_state,57
criminal_conspiracy,21
