,count
property_offenses,992
fraud,741
crimes_against_women,492
hurt_grievous_hurt,469
criminal_intimidation,326
offenses_against_life,309
kidnapping,299
public_servants,293
wrongful_restraint,119
public_tranquility,116
offenses_against_state,67
public_justice,30
criminal_conspiracy,16
