,count
fraud,1179
public_justice,976
public_servants,733
property_offenses,576
public_tranquility,350
kidnapping,257
wrongful_restraint,173
offenses_against_life,135
criminal_intimidation,116
hurt_grievous_hurt,86
offenses_against_state,78
crimes_against_women,68
criminal_conspiracy,3
