,count
fraud,523
property_offenses,337
public_justice,234
wrongful_restraint,179
criminal_intimidation,162
kidnapping,159
public_tranquility,156
public_servants,139
offenses_against_life,83
hurt_grievous_hurt,78
crimes_against_women,67
offenses_against_state,55
criminal_conspiracy,19
