,count
property_offenses,756
fraud,529
hurt_grievous_hurt,373
crimes_against_women,369
public_servants,259
offenses_against_life,249
kidnapping,249
criminal_intimidation,231
public_tranquility,116
wrongful_restraint,96
offenses_against_state,67
public_justice,30
criminal_conspiracy,16
